 Site ID ; Nazwa stacji ; kod pocztowy ; Miasto ; Adres ; HGV ; email ; telefon ; telefon 2 ; położenie ;;;HGV - STACJE REKOMENDOWANE DLA TRANSTORTU CIĘŻKIEGO;;;;
7309;Katowice Berg;40-020 ;Katowice;ul. Przemysłowa 3;no;7309@shellpl.pl;571303134;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.253322,+19.033115/@50.253322,19.03311517z;50.253322;19.033115
7310;Bytom Puszkina;41-900 ;Bytom;ul. Puszkina 1;no;7310@shellpl.pl;571303247;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.34065,+18.887355/@50.34065,18.88735517z;50.34065;18.887355
7311;GLIWICE TARNOGÓRSKA;44-100;Gliwice;ul. Kolberga 51;no;7311@shellpl.pl;515021443;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.302144,+18.680448/@50.302144,18.68044817z;50.302144;18.680448
7314;Krakow Kobierzynska;30-382  ;Kraków;ul. Kobierzyńska 144;no;7314@shellpl.pl;511814635;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.018874,+19.906484/@50.018874,19.90648417z;50.018874;19.906484
7315;KRAKÓW ŚLIWKOWA;31-928;Kraków;ul. Jana Pawła II 186;no;7315@shellpl.pl;571303132;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.074053,+20.005435/@50.074053,20.00543517z;50.074053;20.005435
7401;POZNAN JAWORNICKA;60-161;Poznań;ul. Jawornicka 58;no;7401@shellpl.pl;511827866;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.382877,+16.863578/@52.382877,16.86357817z;52.382877;16.863578
7402;Poznan Bukowska;60-189;Poznań;ul. Bukowska/ róg Prostej;no;7402@shellpl.pl;571303196;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.411724,+16.858475/@52.411724,16.85847517z;52.411724;16.858475
7403;Poznan Konferederacka;60-307 ;Poznań;ul. Grunwaldzka 104;no;7403@shellpl.pl;571303194;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.396852,+16.869773/@52.396852,16.86977317z;52.396852;16.869773
7404;POZNAŃ BAŁTYCKA;61-017;Poznań;ul. Bałtycka 34;yes;7404@shellpl.pl;514890990;571303197;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.4264,+16.9761/@52.4264,16.976117z;52.4264;16.9761
7405;POZNAN PLAZA;61-689;Poznań;ul. Mieszka I / Tymienieckiego ;no;7405@shellpl.pl;571303038;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.4454,+16.921/@52.4454,16.92117z;52.4454;16.921
7406;STRUGA;70-784;Szczecin;ul. Struga;no;7406@shellpl.pl;571303354;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.381955,+14.668598/@53.381955,14.66859817z;53.381955;14.668598
7407;DUŃSKA;71-975;Szczecin;ul. Belgijska 1 ;no;7407@shellpl.pl;664360942;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.464006,+14.54315/@53.464006,14.5431517z;53.464006;14.54315
7501;WROCŁAW POWSTAŃCÓW ŚLĄSKICH;50-996 ;Wrocław;ul. Powstańców Śląskich/Krzyckiego;no;7501@shellpl.pl;723060080;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.075467,+17.006991/@51.075467,17.00699117z;51.075467;17.006991
7502;BODZIO LUBIN;59-300;Lubin ;ul. Hutnicza 8;no;7502@shellpl.pl;518266503;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.412017,+16.188298/@51.412017,16.18829817z;51.412017;16.188298
7503;Strzelce Strzelców;47-100 ;Strzelce Op.  ;ul. Strzelców Bytomskich 1A;no;7503@shellpl.pl;571303248;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.513739,+18.289828/@50.513739,18.28982817z;50.513739;18.289828
8101;JASKÓŁKA;27-100;Iłża;Pieńki 40;yes;8101@shellpl.pl;483263805;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.233413,+21.245971/@51.233413,21.24597117z;51.233413;21.245971
8107;KAŁUSZYN;05-310;Kałuszyn;ul. Warszawska 2;yes;8107@shellpl.pl;257576599;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.210756,+21.82919/@52.210756,21.8291917z;52.210756;21.82919
8113;ZGIERZ IGNACPOL;95-100;Zgierz;Ul. Kasprowicza 6/8;yes;8113@shellpl.pl;427176718;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.871861,+19.408352/@51.871861,19.40835217z;51.871861;19.408352
8114;TROJA;26-330 ;Żarnów;Trojanowice 26A;yes;8114@shellpl.pl;447577185;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.264385,+20.165019/@51.264385,20.16501917z;51.264385;20.165019
8117;KRASOWA;97-438;Rusiec;Krasowa 3 ;yes;8117@shellpl.pl;436766368;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.335693,+19.005811/@51.335693,19.00581117z;51.335693;19.005811
8118;WAGAT;07-130;Łochów;ul. Żytnia 52;yes;8118@shellpl.pl;256751118;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.526359,+21.681304/@52.526359,21.68130417z;52.526359;21.681304
8120;ZWOLEŃ;26-700;Zwoleń;ul. Jana Pawła II 30;yes;8120@shellpl.pl;486764312;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.355576,+21.587555/@51.355576,21.58755517z;51.355576;21.587555
8124;RÓŻA;06-230;Różan;ul.Kościuszki 59;yes;8124@shellpl.pl;297669469;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.89549,+21.39463/@52.89549,21.3946317z;52.89549;21.39463
8140;JAWOR;21-300 ;Radzyń Podlaski;Paszki Małe 77a;yes;8140@shellpl.pl;833527279;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.751676,+22.564137/@51.751676,22.56413717z;51.751676;22.564137
8142;GÓRNIK;21-010;Łęczna;ul. Chełmska 61;yes;8142@shellpl.pl;817521204;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.298154,+22.893995/@51.298154,22.89399517z;51.298154;22.893995
8170;SIELSKA;10-801;Olsztyn;ul. Sielska 45a;yes;8170@shellpl.pl;895278049;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.76947,+20.409529/@53.76947,20.40952917z;53.76947;20.409529
8173;OLECKO MARGOS;19-400;Olecko;ul. Wojska Polskiego 12;yes;8173@shellpl.pl;875204295;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.039585,+22.4972/@54.039585,22.497217z;54.039585;22.4972
8179;PATER;17-300;Siemiatycze;11 Listopada 247 a;yes;8179@shellpl.pl;856556401;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.39803,+22.87134/@52.39803,22.8713417z;52.39803;22.87134
8180;WAGAT II ;07-100;Węgrów;ul. Gadańska 97;yes;8180@shellpl.pl;257926131;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.416094,+22.00679/@52.416094,22.0067917z;52.416094;22.00679
8212;GAZ-MOT;78-600;Wałcz;Wałcz Drugi 29;yes;8212@shellpl.pl;673871927;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.257961,+16.50552/@53.257961,16.5055217z;53.257961;16.50552
8241;BRODNICA EUROGAZ;87-300;Brodnica;ul. Podgórna 27;yes;8241@shellpl.pl;564940920;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.245784,+19.397827/@53.245784,19.39782717z;53.245784;19.397827
8242;JEZIORKI;82-620;Chojnice;Jeziorki 33;yes;8242@shellpl.pl;523951566;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.72345,+17.6985/@53.72345,17.698517z;53.72345;17.6985
8243;CHOJNICE WĘZEŁ;89-620;Chojnice;Nieżychowice 1;yes;8243@shellpl.pl;523951074;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.681007,+17.538933/@53.681007,17.53893317z;53.681007;17.538933
8291;MARSZEL;06-400;Ciechanów;ul.Pułtuska 65;yes;8291@shellpl.pl;236722137;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.881841,+20.644067/@52.881841,20.64406717z;52.881841;20.644067
8292;KAJEW;99-340;Krośniewice;Kajew DK1;yes;8292@shellpl.pl;242523150;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.27504,+19.16551/@52.27504,19.1655117z;52.27504;19.16551
8295;WŁOCŁAWEK TOYOTA;87-810;Włocławek;ul. Okrężna 2;no;8295@shellpl.pl;542326436;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.65217,+19.082673/@52.65217,19.08267317z;52.65217;19.082673
8313;MOCZYDŁO;32-210;Książ Wielki Moczydło ;Moczydło 82;yes;8313@shellpl.pl;413839245;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.486402,+20.182443/@50.486402,20.18244317z;50.486402;20.182443
8321;SPEED;38-420;Korczyna;ul. Gen. Szeptyckiego 1A;yes;8321@shellpl.pl;134388095;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.715018,+21.80733/@49.715018,21.8073317z;49.715018;21.80733
8331;SLOW;39-300;Mielec;ul. Wojsławska 1A;yes;8331@shellpl.pl;175863956;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.283512,+21.429705/@50.283512,21.42970517z;50.283512;21.429705
8341;MIŁA;28-520;Opatowiec;Kraśniów 25;no;8341@shellpl.pl;607521350;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.260928,+20.728192/@50.260928,20.72819217z;50.260928;20.728192
8355;ŻMUDA;29-130;Moskorzew;Lubachowy 68;yes;8355@shellpl.pl;343542090;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.645977,+19.933233/@50.645977,19.93323317z;50.645977;19.933233
8357;BUSKO;28-100;Busko Zdrój;Szczaworyż 2;yes;8357@shellpl.pl;413761110;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.45772,+20.77937/@50.45772,20.7793717z;50.45772;20.77937
8363;Brzesko;32-800;Brzesko;ul. Biznesowa 3;yes;8363@shellpl.pl;601090722;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/49.966001,+20.599488/@49.966001,20.59948817z;49.966001;20.599488
8403;KOSZUTY MIŚ;63-022;Słupia Wielka ;Koszuty 16A;yes;8403@shellpl.pl;612877170;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.233461,+17.177349/@52.233461,17.17734917z;52.233461;17.177349
8408;BOLECHOWO POLIGON;62-005;Bolechowo;ul. Poznańska dz.274/15;yes;8408@shellpl.pl;616675396;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.537513,+16.98216/@52.537513,16.9821617z;52.537513;16.98216
8410;HYDROGRYF GRYFICE;72-300;Gryfice;Ul. Piłsudskiego 20a;yes;8410@shellpl.pl;913877421;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/53.926158,+15.205293/@53.926158,15.20529317z;53.926158;15.205293
8440;SKWIERZYNA;66-440;Skwierzyna;ul. Poznańska;yes;8440@shellpl.pl;957176163;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.59427,+15.522866/@52.59427,15.52286617z;52.59427;15.522866
8451;Gorzyń Mercedes NTI;64-400 ;Międzychód;Gorzyń nr działki 13/9;yes;8451@shellpl.pl;601701183;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.5655,+15.89737/@52.5655,15.8973717z;52.5655;15.89737
8452;WB Tank Bytów;77-100;Bytów;Udorpie 93;yes;8452@shellpl.pl;607450455;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/54.15384,+17.49336/@54.15384,17.4933617z;54.15384;17.49336
8512;SYCÓW FEMIX;56-500 ;Syców;ul.Kaliska 17;yes;8512@shellpl.pl;627853663;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.314124,+17.726483/@51.314124,17.72648317z;51.314124;17.726483
8523;NOWA;49-100;Niemodlin;ul.Opolska 48a;yes;8523@shellpl.pl;606271178;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/50.644008,+17.640835/@50.644008,17.64083517z;50.644008;17.640835
8532;GUBIN;66-620;Gubin;ul. II Armii Wojska Polskiego 7;yes;8532@shellpl.pl;683590036;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.948656,+14.723547/@51.948656,14.72354717z;51.948656;14.723547
8534;SŁUBICE PRZEJŚCIE;69-100;Słubice;ul. Kopernika 85;no;8534@shellpl.pl;957582145;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.350395,+14.557282/@52.350395,14.55728217z;52.350395;14.557282
8536;LUBAŃ SPARK;59-800;Lubań;ul. Rybacka 21;no;8536@shellpl.pl;757225558;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.121566,+15.295769/@51.121566,15.29576917z;51.121566;15.295769
8537;PORT A2;66-235;Torzym;Boczów ul. Zakładowa 6 ;yes;8537@shellpl.pl;603518668;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/52.3224,+14.93382/@52.3224,14.9338217z;52.3224;14.93382
8601;BENZPAL;97-216;Czerniewice;Wólka Jagielczyńska 1A;yes;8601@shellpl.pl;447104258;;pokaż na mapie;;;;;https://maps.google.pl/maps/search/51.671437,+20.178494/@51.671437,20.17849417z;51.671437;20.178494
